requirement_id,requirement,actor_or_area,acceptance,release_scope,status,implementation_area,evidence_and_remaining_work
CHAT-FR-010,Group roles shall support at least owner/admin/member with controlled member and group-setting actions.,Member,Unauthorized member cannot alter restricted group settings.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/chat; apps/admin/src/app/chat; apps/mobile/lib/screens/chat_screen.dart,"Local text messaging checkpoint; remote tests pending. Media, general group roles, reporting, durable offline outbox and scale tests outstanding"
CHAT-FR-011,Push notification previews shall not reveal sensitive message content when member privacy setting suppresses previews.,System,Notification template follows preference.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/chat; apps/admin/src/app/chat; apps/mobile/lib/screens/chat_screen.dart,"Local text messaging checkpoint; remote tests pending. Media, general group roles, reporting, durable offline outbox and scale tests outstanding"
CHAT-FR-012,Message/media deletion behavior shall follow documented retention and participant visibility rules.,Member/System,UI state matches server retention model.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/chat; apps/admin/src/app/chat; apps/mobile/lib/screens/chat_screen.dart,"Local text messaging checkpoint; remote tests pending. Media, general group roles, reporting, durable offline outbox and scale tests outstanding"
CHAT-FR-013,"Messaging endpoints shall enforce rate limits, authorization and abuse controls.",System,Non-participant cannot read/send; abuse is throttled.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/chat; apps/admin/src/app/chat; apps/mobile/lib/screens/chat_screen.dart,"Local text messaging checkpoint; remote tests pending. Media, general group roles, reporting, durable offline outbox and scale tests outstanding"
CHAT-FR-014,"Administrative access to message content, if legally/policy permitted at all, shall be exceptional, role-restricted and auditable.",Super Admin/System,No routine admin browsing of private messages.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/chat; apps/admin/src/app/chat; apps/mobile/lib/screens/chat_screen.dart,"Local text messaging checkpoint; remote tests pending. Media, general group roles, reporting, durable offline outbox and scale tests outstanding"
ADM-FR-001,Authorized administrators shall authenticate separately into the web administration portal with stronger session controls.,Admin,Unauthorized member credentials do not grant admin access.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,apps/admin/src/app,"Partially implemented queues and real dashboard; remaining account/role, cultural, import and operations consoles must be completed"
ADM-FR-002,Dashboard shall show role-appropriate operational queues and key health/workload indicators.,Admin,Each role sees only permitted widgets/data.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,apps/admin/src/app,"Partially implemented queues and real dashboard; remaining account/role, cultural, import and operations consoles must be completed"
ADM-FR-003,Verifiers shall review profile claims and genealogy change requests within assigned authority.,Verifier,Branch/scope enforcement is server-side.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,apps/admin/src/app,"Partially implemented queues and real dashboard; remaining account/role, cultural, import and operations consoles must be completed"
ADM-FR-004,Admins shall search and inspect Person records and direct family links according to role.,Admin,Search and detail respect privilege.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,apps/admin/src/app,"Partially implemented queues and real dashboard; remaining account/role, cultural, import and operations consoles must be completed"
ADM-FR-005,Authorized admins shall create/correct direct genealogy facts through governed workflows.,Admin,Mutations validate invariants and audit.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,apps/admin/src/app,"Partially implemented queues and real dashboard; remaining account/role, cultural, import and operations consoles must be completed"
ADM-FR-006,Super Admin/delegated authority shall resolve duplicate Person records.,Super Admin,Merge console enforces conflict resolution and audit.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,apps/admin/src/app,"Partially implemented queues and real dashboard; remaining account/role, cultural, import and operations consoles must be completed"
ADM-FR-007,"Super Admin shall manage branches, generations and cross-branch connections.",Super Admin,Changes are validated and auditable.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,apps/admin/src/app,"Partially implemented queues and real dashboard; remaining account/role, cultural, import and operations consoles must be completed"
ADM-FR-008,"Super Admin shall manage user status, roles, permissions and verifier assignments.",Super Admin,Permission changes take effect predictably and are audited.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,apps/admin/src/app,"Partially implemented queues and real dashboard; remaining account/role, cultural, import and operations consoles must be completed"
ADM-FR-009,Content managers and designated approvers shall manage cultural/historical content lifecycle.,Content Manager/Religious Representative,Draft-review-publish rules are enforced.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,apps/admin/src/app,"Partially implemented queues and real dashboard; remaining account/role, cultural, import and operations consoles must be completed"
ADM-FR-010,"Authorized users shall manage events, invitations and broadcasts within assigned authority.",Admin,Audience and send actions are permission checked.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,apps/admin/src/app,"Partially implemented queues and real dashboard; remaining account/role, cultural, import and operations consoles must be completed"
ADM-FR-011,Moderators shall manage reports and community-content moderation.,Moderator,Moderation queue and decisions are auditable.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,apps/admin/src/app,"Partially implemented queues and real dashboard; remaining account/role, cultural, import and operations consoles must be completed"
ADM-FR-012,"Authorized domain administrators shall manage versioned Nata/Saino, Jutho and calendar/Tithi rule sets with approval workflow.",Religious Representative/Super Admin,Only approved effective versions are active.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,apps/admin/src/app,"Partially implemented queues and real dashboard; remaining account/role, cultural, import and operations consoles must be completed"
ADM-FR-013,Admin portal shall provide import/dry-run/reconciliation tooling for genealogy migration.,Data Steward/Super Admin,Import cannot commit without validation summary and authorization.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,apps/admin/src/app,"Partially implemented queues and real dashboard; remaining account/role, cultural, import and operations consoles must be completed"
ADM-FR-014,"Authorized administrators shall inspect audit history using filters for actor, action, entity, date and correlation/request ID.",Admin,Search returns immutable audit records in scope.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,apps/admin/src/app,"Partially implemented queues and real dashboard; remaining account/role, cultural, import and operations consoles must be completed"
ADM-FR-015,"System configuration shall be managed through typed, permissioned settings with change history.",Super Admin,Invalid configuration is rejected; prior value is recorded.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,apps/admin/src/app,"Partially implemented queues and real dashboard; remaining account/role, cultural, import and operations consoles must be completed"
ADM-FR-016,Operational administration shall expose integration/queue/import status without exposing secrets.,Admin/Operations,Health visibility exists while credentials remain secret.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,apps/admin/src/app,"Partially implemented queues and real dashboard; remaining account/role, cultural, import and operations consoles must be completed"
AUD-FR-001,"Material genealogy, identity, role, moderation, rule, import and configuration changes shall generate append-only audit events.",System,Required event classes are present for reference workflows.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/audit; services/api/src/database/repositories/audit.repository.ts,Persistent audit metadata UI added locally; legacy hash writer concurrency/integrity and access-audit coverage require verification
AUD-FR-002,"Audit event shall capture actor, action, target, timestamp, correlation ID, decision/reason and safe before/after metadata where applicable.",System,Audit schema contains required fields.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/audit; services/api/src/database/repositories/audit.repository.ts,Persistent audit metadata UI added locally; legacy hash writer concurrency/integrity and access-audit coverage require verification
AUD-FR-003,Audit records shall be tamper-resistant to normal application/admin users.,System,No normal API exists to update/delete audit events.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/audit; services/api/src/database/repositories/audit.repository.ts,Persistent audit metadata UI added locally; legacy hash writer concurrency/integrity and access-audit coverage require verification
AUD-FR-004,"Evidence files shall retain provenance, checksum, access metadata and relationship to governing request/decision.",System,Evidence can be traced without exposing it broadly.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/audit; services/api/src/database/repositories/audit.repository.ts,Persistent audit metadata UI added locally; legacy hash writer concurrency/integrity and access-audit coverage require verification
AUD-FR-005,Audit/evidence access shall itself be permission-controlled and logged where required.,Admin/System,Unauthorized users cannot access audit/evidence.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/audit; services/api/src/database/repositories/audit.repository.ts,Persistent audit metadata UI added locally; legacy hash writer concurrency/integrity and access-audit coverage require verification
PRIV-FR-001,Profile and genealogy fields shall be classified by visibility/sensitivity and enforced server-side.,System,Direct API requests cannot bypass visibility.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/genealogy/privacy; services/api/src/modules/profile,"Existing M4 privacy coverage; consent, retention, minors and cross-module review remain mandatory"
PRIV-FR-002,Members shall manage allowed visibility for configurable personal fields within policy bounds.,Member,Saved setting changes subsequent responses.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/genealogy/privacy; services/api/src/modules/profile,"Existing M4 privacy coverage; consent, retention, minors and cross-module review remain mandatory"
PRIV-FR-003,The product shall provide a privacy-safe treatment for children/minors and non-user Person records.,System/Admin,Restricted fields are not broadly exposed.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/genealogy/privacy; services/api/src/modules/profile,"Existing M4 privacy coverage; consent, retention, minors and cross-module review remain mandatory"
PRIV-FR-004,Precise household/location data shall require explicit authorized collection and controlled visibility.,Member/System,Location is not collected merely to browse the application.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/genealogy/privacy; services/api/src/modules/profile,"Existing M4 privacy coverage; consent, retention, minors and cross-module review remain mandatory"
PRIV-FR-005,"Members shall be able to request correction, deactivation/de-linking and account deletion handling according to governing data policy while preserving necessary genealogy/audit integrity.",Member/Admin,Account action does not improperly erase shared historical genealogy.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/genealogy/privacy; services/api/src/modules/profile,"Existing M4 privacy coverage; consent, retention, minors and cross-module review remain mandatory"
PRIV-FR-006,Consent/policy acknowledgements required by the product shall be versioned with user acceptance timestamp.,System,Current acceptance can be proven.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/genealogy/privacy; services/api/src/modules/profile,"Existing M4 privacy coverage; consent, retention, minors and cross-module review remain mandatory"
PRIV-FR-007,"Data exports or administrative reports containing personal information shall be role-limited, minimized and auditable.",Admin,Export cannot exceed role scope.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/genealogy/privacy; services/api/src/modules/profile,"Existing M4 privacy coverage; consent, retention, minors and cross-module review remain mandatory"
PRIV-FR-008,Privacy settings shall be understandable in Nepali and English with safe defaults.,Member,New account starts with approved default visibility configuration.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/genealogy/privacy; services/api/src/modules/profile,"Existing M4 privacy coverage; consent, retention, minors and cross-module review remain mandatory"
I18N-FR-001,Member application shall support Nepali and English throughout Release 1.0 core and extended modules.,Member,No production feature is inaccessible solely because selected language is Nepali/English.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,packages/localization; apps/mobile/lib; apps/admin/src,"Bilingual inline labels exist; full key externalization, locale switch and accessibility verification outstanding"
I18N-FR-002,UI text shall be externalized from code and managed with stable localization keys.,Engineering,Language text can be updated without changing business logic.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,packages/localization; apps/mobile/lib; apps/admin/src,"Bilingual inline labels exist; full key externalization, locale switch and accessibility verification outstanding"
I18N-FR-003,Names shall preserve original script while supporting aliases/transliteration for search and display.,System,Original Person name is never replaced by a generated transliteration.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,packages/localization; apps/mobile/lib; apps/admin/src,"Bilingual inline labels exist; full key externalization, locale switch and accessibility verification outstanding"
I18N-FR-004,"Date, time, number and calendar formatting shall follow selected locale and domain context.",System,Approved locale examples render correctly.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,packages/localization; apps/mobile/lib; apps/admin/src,"Bilingual inline labels exist; full key externalization, locale switch and accessibility verification outstanding"
I18N-FR-005,Mobile and admin experiences shall meet the accessibility requirements defined in the NFR section.,Engineering/QA,Accessibility acceptance tests pass.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,packages/localization; apps/mobile/lib; apps/admin/src,"Bilingual inline labels exist; full key externalization, locale switch and accessibility verification outstanding"
MEDIA-FR-001,"Media uploads shall use authenticated, short-lived upload authorization and private-by-default storage.",System,Unauthorized object cannot be uploaded/read.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/media; services/api/src/modules/profile,"Real ClamAV CI 35514467567 passed. Complete S3-compatible storage, derivatives, EXIF removal and owning-entity lifecycle acceptance outstanding"
MEDIA-FR-002,"Server shall validate allowed file type, content type, extension, size and checksum.",System,Invalid file is rejected.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/media; services/api/src/modules/profile,"Real ClamAV CI 35514467567 passed. Complete S3-compatible storage, derivatives, EXIF removal and owning-entity lifecycle acceptance outstanding"
MEDIA-FR-003,Uploaded files shall be scanned/validated before public/community/message availability according to security policy.,System,Unsafe file remains quarantined or rejected.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/media; services/api/src/modules/profile,"Real ClamAV CI 35514467567 passed. Complete S3-compatible storage, derivatives, EXIF removal and owning-entity lifecycle acceptance outstanding"
MEDIA-FR-004,Images shall support safe derivative generation (thumbnail/display size) without overwriting source.,System,Original and derivative provenance is retained.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/media; services/api/src/modules/profile,"Real ClamAV CI 35514467567 passed. Complete S3-compatible storage, derivatives, EXIF removal and owning-entity lifecycle acceptance outstanding"
MEDIA-FR-005,Media access shall use authorization or time-limited delivery URLs appropriate to visibility.,System,Copying a private object URL does not grant indefinite access.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/media; services/api/src/modules/profile,"Real ClamAV CI 35514467567 passed. Complete S3-compatible storage, derivatives, EXIF removal and owning-entity lifecycle acceptance outstanding"
MEDIA-FR-006,Retention/deletion of media shall follow owning entity’s retention policy and legal/audit constraints.,System,Lifecycle job behavior matches documented policy.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/media; services/api/src/modules/profile,"Real ClamAV CI 35514467567 passed. Complete S3-compatible storage, derivatives, EXIF removal and owning-entity lifecycle acceptance outstanding"
NFR-PERF-001,API latency,"Normal cached/simple read endpoints p95 <= 500 ms at target load, excluding third-party latency.",Load test/APM,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-PERF-002,API latency,"Normal transactional writes p95 <= 800 ms at target load, excluding OTP/map/calendar providers.",Load test/APM,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-PERF-003,Search,Person search first page p95 <= 1.0 s for production-scale test dataset.,Load test,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-PERF-004,Family tree,Initial visible tree context p95 <= 2.0 s on supported network profile; deeper graph loads incrementally.,Mobile/API test,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-PERF-005,Messaging,Connected message send-to-receive p95 <= 2 s under target real-time load.,Real-time load test,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-SCALE-001,Scale,"Architecture shall support at least 1,000,000 Person records without redesign of the core domain model.",Scale test/review,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-SCALE-002,Scale,"Architecture baseline shall support at least 100,000 registered users and 10,000 concurrent real-time connections with horizontal scaling.",Capacity test/review,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-AVL-001,Availability,Core production APIs target >= 99.9% monthly availability excluding approved maintenance windows.,Monitoring/SLO report,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-REL-001,Reliability,Business mutations shall be transactional/idempotent where retries can occur.,Integration tests,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-REL-002,Reliability,Notification/integration failures shall not corrupt committed genealogy/business data.,Fault-injection tests,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-DATA-001,Integrity,"Genealogy invariants, FK/unique constraints and application validation shall prevent invalid trusted graph states.",DB/integration tests,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-DATA-002,Durability,"Approved genealogy, audit and identity records shall use durable managed database storage with backup/PITR.",Operations review,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-SEC-001,Transport,External and service-to-service sensitive traffic shall use TLS 1.2+ with TLS 1.3 preferred where supported.,Security scan/config review,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-SEC-002,Secrets,Secrets shall be stored in managed secret storage; never committed to source control/mobile bundle.,CI scan/review,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-SEC-003,Mobile tokens,Refresh/auth secrets shall use Android Keystore/iOS Keychain-backed secure storage.,Mobile security test,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-SEC-004,Web security,"Admin portal/API shall implement OWASP-aligned controls for authentication, authorization, input validation, CSRF/XSS/SSRF/SQLi and secure headers.",SAST/DAST/penetration test,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-SEC-005,Abuse,"OTP, search, messaging, posts, invitations and sensitive admin endpoints shall be rate-limited.",Security/integration test,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-PRIV-001,Privacy,APIs shall minimize returned personal data and enforce field-level/relationship-aware visibility server-side.,Privacy test,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-PRIV-002,Privacy,"Logs/telemetry shall not contain OTPs, access tokens, raw passwords/secrets or unnecessary sensitive personal data.",Log audit,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-A11Y-001,Accessibility,"Admin web shall target WCAG 2.2 AA; mobile shall implement platform accessibility semantics, scalable text and adequate touch targets.",Automated/manual a11y test,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-I18N-001,Localization,"Nepali and English shall be production-complete, Unicode-safe and regression tested.",Localization QA,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-COMP-001,Mobile compatibility,Support policy shall cover current mainstream Android/iOS versions selected before implementation and documented in release matrix.,Device matrix,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-OBS-001,Observability,"Every production request/job shall have correlation/trace identifiers with structured logs, metrics and error reporting.",Operations review,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-OBS-002,Alerting,"Availability, error rate, queue lag, DB saturation, integration failures and backup failures shall alert operations.",Alert drill,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-DR-001,RPO,Target Recovery Point Objective for critical database data <= 15 minutes.,DR test,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-DR-002,RTO,Target Recovery Time Objective for critical service <= 4 hours.,DR test,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-DR-003,Restore,A production-like restore rehearsal shall be completed at least quarterly after launch.,Restore report,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-MAINT-001,Maintainability,"Automated linting, unit/integration tests, API contract checks and migration checks shall gate merges.",CI evidence,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-PORT-001,Portability,Services shall be containerized or packaged in reproducible deployable units with infrastructure as code.,Deployment review,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-NET-001,Weak connectivity,"Mobile shall degrade gracefully on slow/intermittent networks: cached safe reads where feasible, retry state, explicit sync/error feedback.",Network-condition tests,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
NFR-COST-001,Cost control,"Storage, notifications, maps, OTP and compute usage shall expose measurable consumption and budget alerts.",Cloud billing/alerts,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,Cross-cutting platform,"Production load, security, iOS/device compatibility, accessibility, operations, restore and cost evidence remain release gates"
