Requirement ID,Record Type,Source Document,Section / Table Location,Title,Required Behaviour & Acceptance Criteria,Implementation Code Files,Acceptance Test File,Specific Test Name / Procedure,Verification Evidence (Commit: 4bac6fa),Status,Human Approval Gate
ADM-UI-003,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Claim Queue,List/filter assigned profile claims.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-004,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Claim Review,"Inspect claimant, Person, family context/evidence and decide.",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-005,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Change Request Queue,List genealogy proposals.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-006,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Change Review,Before/after and graph-impact review.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-007,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Person Search,Find Person by names/IDs/branch/context.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-008,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Person Detail,"Inspect Person, provenance, links, claims and history.",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-009,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Genealogy Editor,Govern direct parent/spouse facts and administrative corrections.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-010,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Duplicate Candidates,Review potential duplicate groups.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-011,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Merge Console,Resolve fields/links and merge into canonical Person.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-012,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Branches & Generations,Maintain branch/generation reference data.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-013,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Verifier Assignments,Assign branch/scope authority.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-014,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Users & Access,Manage user status/security/role.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-015,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Roles & Permissions,Inspect/manage authorized role policies.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-016,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Cultural Content CMS,Draft/edit translation/media content.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-017,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Content Approval,Review authoritative cultural revisions.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-018,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Events & Invitations,Manage governed events/invitations/broadcasts.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-019,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Moderation Queue,Review community/chat reports.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-020,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Moderation Detail,Inspect evidence and decide.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-021,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Nata/Saino Rules,Version and test relationship terminology.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-022,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Jutho Rules,Version duration/exception/color rules.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-023,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Calendar/Tithi/Shraddha Rules,Govern authoritative date/recurrence rules/source versions.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-024,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Import Center,"Upload, map, dry-run, reconcile and commit genealogy data.",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-025,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Audit Explorer,Search material system activity.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-026,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,System Configuration,Manage typed business/system configuration.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-UI-027,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,12.2 Administration Portal Screen Inventory,Operations Health,View provider/queue/job/import/backup status without secrets.,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Heritage Brown,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,13.2 Foundation Tokens,#4A2C1A   — primary high-emphasis brand surfaces,#4A2C1A   — primary high-emphasis brand surfaces,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Secondary Brown,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,13.2 Foundation Tokens,#6B4226   — secondary emphasis,#6B4226   — secondary emphasis,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Saffron Accent,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,13.2 Foundation Tokens,"#D18B28   — highlights, active/heritage accents","#D18B28   — highlights, active/heritage accents",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Warm Cream,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,13.2 Foundation Tokens,#FFF8ED   — primary light background,#FFF8ED   — primary light background,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Sand,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,13.2 Foundation Tokens,#F5EBDD   — secondary surfaces,#F5EBDD   — secondary surfaces,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Ink,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,13.2 Foundation Tokens,#2A211C   — high-contrast text,#2A211C   — high-contrast text,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Success,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,13.2 Foundation Tokens,accessible green semantics; final token must meet contrast,accessible green semantics; final token must meet contrast,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Warning,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,13.2 Foundation Tokens,accessible amber semantics; final token must meet contrast,accessible amber semantics; final token must meet contrast,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Error,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,13.2 Foundation Tokens,accessible red semantics; final token must meet contrast,accessible red semantics; final token must meet contrast,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Spacing,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,13.2 Foundation Tokens,"4, 8, 12, 16, 24, 32, 48 logical-unit rhythm","4, 8, 12, 16, 24, 32, 48 logical-unit rhythm",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Corners,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,13.2 Foundation Tokens,consistent small/medium/large radii; avoid arbitrary per-screen values,consistent small/medium/large radii; avoid arbitrary per-screen values,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Typography,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,13.2 Foundation Tokens,Noto Sans / Noto Sans Devanagari for UI; Noto Serif / Noto Serif Devanagari for selected editorial heritage content where readability is proven,Noto Sans / Noto Sans Devanagari for UI; Noto Serif / Noto Serif Devanagari for selected editorial heritage content where readability is proven,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Touch targets,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,13.2 Foundation Tokens,minimum 44–48 logical pixels depending platform guidance,minimum 44–48 logical pixels depending platform guidance,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Icons,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,13.2 Foundation Tokens,one consistent outlined/filled icon family with semantic labels,one consistent outlined/filled icon family with semantic labels,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
UserAccount,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Authenticated application identity.,Account holder + platform policy,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Person,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,"Canonical genealogy individual, whether user or non-user.",Governed genealogy,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Branch,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Approved family/lineage organizational scope.,Super Admin/community governance,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ParentLink,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Verified direct parent-to-child fact.,Governed genealogy,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
SpouseLink,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Verified direct spouse connection.,Governed genealogy,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ProfileClaim,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Request to link UserAccount to existing Person.,Claimant + verifier decision,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
GenealogyChangeRequest,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Proposed mutation to Person/direct facts.,Requester + verifier decision,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
EvidenceFile,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Supporting material for governed requests/decisions.,Restricted governance data,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
DuplicateCandidate,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Potentially duplicate Person records awaiting review.,System/admin,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
MergeRecord,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Immutable record of Person consolidation.,Super Admin/governance,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
RelationshipRuleSet,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Versioned mapping from verified path patterns to approved terminology.,Religious/community authority,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
JuthoRuleSet,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Versioned relationship-to-Jutho rules/exceptions.,Religious/community authority,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
CalendarRuleSet,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Versioned Tithi/Shraddha/date rules/source configuration.,Religious/community authority,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ContentArticle,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Cultural/history content concept with revisions/translations.,Content governance,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Event,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Family/community occurrence with date/visibility/organizer.,Authorized creator/admin,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Invitation,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Governed invitation linked to event/audience.,Organizer,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Follow,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Member preference for Person/branch/group updates.,Member,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Notification,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,User-targeted delivery record.,System,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
CommunityPost,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Community publication.,Author + moderation policy,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Report,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Moderation request/evidence.,Reporter/moderator,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Block,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,User safety relationship.,Blocking user,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
HouseholdLocation,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Governed residence/community map location with precision controls.,Household/admin + privacy policy,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Conversation,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Direct/group messaging container.,Participants,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Message,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Communication item inside conversation.,Sender/participants + retention policy,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
MediaAsset,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Governed stored file/image metadata.,Owning feature + platform,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
AuditEvent,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,15.1 Core Domain Concepts,Append-only record of material action.,Platform governance,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Profile Claim,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,16. State-Machine Specifications,Draft -> Submitted -> Under Review -> Approved / Correction Requested / Rejected / Escalated; Correction Requested -> Resubmitted,Verifier; Super Admin for escalation/conflict,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Genealogy Change,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,16. State-Machine Specifications,Draft -> Submitted -> Under Review -> Approved / Correction Requested / Rejected / Escalated; Approved -> Applied,Verifier/Super Admin,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
New Person Request,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,16. State-Machine Specifications,Draft -> Duplicate Check -> Submitted -> Review -> Approved/Created / Correction / Rejected / Merge-to-existing,Verifier/Super Admin,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Duplicate Candidate,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,16. State-Machine Specifications,Detected -> Under Review -> Not Duplicate / Merge Prepared -> Merged,Authorized Admin/Super Admin,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Cultural Content,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,16. State-Machine Specifications,Draft -> Review -> Approved -> Published -> Superseded/Archived,Content Manager + designated approver,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Domain Rule Set,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,16. State-Machine Specifications,Draft -> Test -> Review -> Approved -> Effective -> Superseded/Retired,Religious Representative + governance authority,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Community Post,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,16. State-Machine Specifications,Draft -> Submitted -> Published / Pending Moderation -> Published / Restricted / Removed -> Restored/Archived,Author + moderation policy/Moderator,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Account,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,16. State-Machine Specifications,Registered -> Verified -> Active -> Restricted/Suspended -> Reactivated / Deactivated / Closed,User/Admin according to action,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
user_accounts,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,"Login identity, status, linked Person.",unique normalized phone; indexed person_id/status; no OTP plaintext,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
user_sessions,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Refresh/session lifecycle.,hashed token identifiers; user/device/expiry indexes,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
devices,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Push/device/session metadata.,user + device identifier; revoke state,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
persons,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Canonical genealogy Person.,PK immutable Person ID; branch/generation/life-status indexes; soft archive metadata,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
person_names,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,"Original names, aliases/transliterations.",person FK; normalized-search indexes; script/language/source,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
branches,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Approved branch hierarchy/reference.,unique stable branch code; parent hierarchy validation,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
parent_links,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Direct parent-child facts.,unique active parent-child pair; no self-link/cycle; verification/provenance,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
spouse_links,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Direct spouse facts.,canonical pair ordering/uniqueness; verification/provenance,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
profile_claims,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,User-to-Person claim workflow.,user/person/state indexes; one-policy-defined active conflict control,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
genealogy_change_requests,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Proposed Person/link/death corrections.,requester/state/scope indexes; immutable submitted payload snapshot,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
evidence_files,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Restricted evidence metadata.,owner request FK; checksum; security scan/status; access policy,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
duplicate_candidates,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Potential duplicate groups/scores.,Person-pair/group uniqueness; status/score indexes,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
person_merge_history,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Canonicalization record.,immutable source->canonical mapping; actor/decision correlation,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
relationship_rule_sets,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Approved Nata/Saino rules.,version/status/effective dates; immutable published versions,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
jutho_rule_sets,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Jutho durations/exceptions/colors/content links.,version/status/effective dates,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
calendar_rule_sets,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Tithi/Shraddha/calendar source/rules.,version/status/provider/effective dates,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
content_articles,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Cultural/history content identity.,stable slug/type/status; no direct destructive overwrite,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
content_revisions,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Translation/versioned article bodies.,article/language/version unique; author/reviewer/approval,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
events,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Family/community events.,organizer/type/date source/visibility indexes,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
invitations,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Invitation definition/state.,event/creator/status; version metadata,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
invitation_recipients,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Resolved invitee snapshot and RSVP.,invitation + recipient unique; response/status indexes,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
follows,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,18. Logical / Physical Data Design Baseline,Person/branch/group follow preference.,user + target-type + target-id unique,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
