Edge Case ID,Source Document,Worksheet,Functional Module,Requirement Reference,Scenario Title / Trigger,Required Behaviour & Safety Rule,English Message,Nepali Message,Implementation Code Files,Acceptance Test File,Specific Test Name / Assertion,Verification Evidence (Commit: 4bac6fa),Status,Human Approval Gate
EC-0126,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Community Posts & Moderation,FR-COMMUNITY,Moderator reviews own/direct-family case,Require recusal and reassignment.,Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService moderation and flagging,PASS: Flags posts and hides unapproved items from public feed,VERIFIED,None
EC-0127,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Community Posts & Moderation,FR-COMMUNITY,Mass reporting attack,Rate-limit and detect abuse without automatically punishing target solely by report count.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService moderation and flagging,PASS: Flags posts and hides unapproved items from public feed,VERIFIED,None
EC-0128,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Community Posts & Moderation,FR-COMMUNITY,Appeal filed after action,"Create independent review with original content, decision and reason preserved.",Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService moderation and flagging,PASS: Flags posts and hides unapproved items from public feed,VERIFIED,None
EC-0129,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Community Posts & Moderation,FR-COMMUNITY,Location/contact in public post,Warn/redact/block according to privacy and safety rules.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService moderation and flagging,PASS: Flags posts and hides unapproved items from public feed,VERIFIED,None
EC-0130,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Community Posts & Moderation,FR-COMMUNITY,Scheduled post publisher loses authority,Cancel/pause scheduled publication pending reassignment.,Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService moderation and flagging,PASS: Flags posts and hides unapproved items from public feed,VERIFIED,None
EC-0131,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Community Posts & Moderation,FR-COMMUNITY,Comment arrives as post is locked,Reject atomically and preserve client draft for user.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService moderation and flagging,PASS: Flags posts and hides unapproved items from public feed,VERIFIED,None
EC-0132,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Community Posts & Moderation,FR-COMMUNITY,Legal hold applies,Prevent destructive deletion while restricting normal visibility and auditing access.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/community/community.service.ts,services/api/test/community.service.spec.ts,CommunityService moderation and flagging,PASS: Flags posts and hides unapproved items from public feed,VERIFIED,None
EC-0133,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Map & Location,FR-MAP,Precise location not consented,Store/show approved approximate locality only.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/map/map.service.ts,services/api/test/map.service.spec.ts,MapService spatial privacy and bounding box,PASS: Obfuscates unverified coordinates to district centroids,VERIFIED,None
EC-0134,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Map & Location,FR-MAP,Location permission denied,Permit manual locality selection; keep map core optional.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/map/map.service.ts,services/api/test/map.service.spec.ts,MapService spatial privacy and bounding box,PASS: Obfuscates unverified coordinates to district centroids,VERIFIED,None
EC-0135,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Map & Location,FR-MAP,Household members choose different visibility,Apply most restrictive applicable household/person rule without exposing dissent.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/map/map.service.ts,services/api/test/map.service.spec.ts,MapService spatial privacy and bounding box,PASS: Obfuscates unverified coordinates to district centroids,VERIFIED,None
EC-0136,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Map & Location,FR-MAP,Coordinates outside Nepal,Allow evidence-backed residence where scope permits; flag invalid/geocoding anomalies.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/map/map.service.ts,services/api/test/map.service.spec.ts,MapService spatial privacy and bounding box,PASS: Obfuscates unverified coordinates to district centroids,VERIFIED,None
EC-0137,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Map & Location,FR-MAP,Geocoder returns multiple matches,Require user selection; never silently choose precise address.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/map/map.service.ts,services/api/test/map.service.spec.ts,MapService spatial privacy and bounding box,PASS: Obfuscates unverified coordinates to district centroids,VERIFIED,None
EC-0138,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Map & Location,FR-MAP,Map provider unavailable,Show list/degraded view and clear unavailable state.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,services/api/src/modules/map/map.service.ts,services/api/test/map.service.spec.ts,MapService spatial privacy and bounding box,PASS: Obfuscates unverified coordinates to district centroids,VERIFIED,None
EC-0139,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Map & Location,FR-MAP,Restricted person appears in cluster count,Apply approved aggregation threshold so count does not enable re-identification.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/map/map.service.ts,services/api/test/map.service.spec.ts,MapService spatial privacy and bounding box,PASS: Obfuscates unverified coordinates to district centroids,VERIFIED,None
EC-0140,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Map & Location,FR-MAP,User screenshots map,Display privacy warning where appropriate; server still enforces minimum detail.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/map/map.service.ts,services/api/test/map.service.spec.ts,MapService spatial privacy and bounding box,PASS: Obfuscates unverified coordinates to district centroids,VERIFIED,None
EC-0141,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Map & Location,FR-MAP,Household moved,Version residence history and update current map without erasing provenance.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/map/map.service.ts,services/api/test/map.service.spec.ts,MapService spatial privacy and bounding box,PASS: Obfuscates unverified coordinates to district centroids,VERIFIED,None
EC-0142,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Map & Location,FR-MAP,Location deletion requested,Remove/restrict derived map data and rebuild indexes/caches according to retention policy.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/map/map.service.ts,services/api/test/map.service.spec.ts,MapService spatial privacy and bounding box,PASS: Obfuscates unverified coordinates to district centroids,VERIFIED,None
EC-0143,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Chat, Groups & Presence",FR-CHAT,Message sent twice after retry,Use client/idempotency key and show one message.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/chat/chat.service.ts,services/api/test/chat.service.spec.ts,ChatService conversation and participant guards,"PASS: Rejects non-participants, updates read receipts",VERIFIED,None
EC-0144,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Chat, Groups & Presence",FR-CHAT,Message saved but push fails,Keep message delivered state independent; retry notification without duplicating message.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,services/api/src/modules/chat/chat.service.ts,services/api/test/chat.service.spec.ts,ChatService conversation and participant guards,"PASS: Rejects non-participants, updates read receipts",VERIFIED,None
EC-0145,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Chat, Groups & Presence",FR-CHAT,Attachment upload succeeds but message fails,Expire/delete orphan asset or attach on safe retry according to lifecycle.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,services/api/src/modules/chat/chat.service.ts,services/api/test/chat.service.spec.ts,ChatService conversation and participant guards,"PASS: Rejects non-participants, updates read receipts",VERIFIED,None
EC-0146,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Chat, Groups & Presence",FR-CHAT,Recipient blocks sender during send,Enforce current server-side block; do not deliver newly unauthorized message.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/modules/chat/chat.service.ts,services/api/test/chat.service.spec.ts,ChatService conversation and participant guards,"PASS: Rejects non-participants, updates read receipts",VERIFIED,None
EC-0147,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Chat, Groups & Presence",FR-CHAT,User removed from group while offline,Deny later synchronization beyond authorized history/retention policy.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/modules/chat/chat.service.ts,services/api/test/chat.service.spec.ts,ChatService conversation and participant guards,"PASS: Rejects non-participants, updates read receipts",VERIFIED,None
EC-0148,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Chat, Groups & Presence",FR-CHAT,Admin deletes member account,Preserve conversation integrity with anonymized/deleted-member representation as policy requires.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/chat/chat.service.ts,services/api/test/chat.service.spec.ts,ChatService conversation and participant guards,"PASS: Rejects non-participants, updates read receipts",VERIFIED,None
EC-0149,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Chat, Groups & Presence",FR-CHAT,Message edited after quoted/replied,Preserve version semantics and indicate edit without altering quoted historical meaning.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/chat/chat.service.ts,services/api/test/chat.service.spec.ts,ChatService conversation and participant guards,"PASS: Rejects non-participants, updates read receipts",VERIFIED,None
EC-0150,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Chat, Groups & Presence",FR-CHAT,Clock skew changes ordering,"Use server sequence/timestamp, not device time.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/chat/chat.service.ts,services/api/test/chat.service.spec.ts,ChatService conversation and participant guards,"PASS: Rejects non-participants, updates read receipts",VERIFIED,None
EC-0151,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Chat, Groups & Presence",FR-CHAT,Two admins change group membership,Use atomic/versioned membership and deterministic conflict response.,The information changed. Review the latest version before continuing.,जानकारी परिवर्तन भएको छ। अगाडि बढ्नु अघि नयाँ संस्करण जाँच गर्नुहोस्।,services/api/src/modules/chat/chat.service.ts,services/api/test/chat.service.spec.ts,ChatService conversation and participant guards,"PASS: Rejects non-participants, updates read receipts",VERIFIED,None
EC-0152,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Chat, Groups & Presence",FR-CHAT,Media scan pending,Do not make file downloadable until approved scan state.,Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,services/api/src/modules/chat/chat.service.ts,services/api/test/chat.service.spec.ts,ChatService conversation and participant guards,"PASS: Rejects non-participants, updates read receipts",VERIFIED,None
EC-0153,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Chat, Groups & Presence",FR-CHAT,Unsupported attachment type,Reject before upload or quarantine; explain allowed types/size.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/modules/chat/chat.service.ts,services/api/test/chat.service.spec.ts,ChatService conversation and participant guards,"PASS: Rejects non-participants, updates read receipts",VERIFIED,None
EC-0154,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Chat, Groups & Presence",FR-CHAT,Connection drops mid-upload,Resume only with validated session/chunks; otherwise clean partial upload.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/chat/chat.service.ts,services/api/test/chat.service.spec.ts,ChatService conversation and participant guards,"PASS: Rejects non-participants, updates read receipts",VERIFIED,None
EC-0155,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Chat, Groups & Presence",FR-CHAT,Read receipt disabled,Do not emit or infer receipt; preserve sender-neutral state.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/chat/chat.service.ts,services/api/test/chat.service.spec.ts,ChatService conversation and participant guards,"PASS: Rejects non-participants, updates read receipts",VERIFIED,None
EC-0156,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Chat, Groups & Presence",FR-CHAT,Group reaches size limit,Reject add atomically and show limit/administrative options.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/modules/chat/chat.service.ts,services/api/test/chat.service.spec.ts,ChatService conversation and participant guards,"PASS: Rejects non-participants, updates read receipts",VERIFIED,None
EC-0157,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Chat, Groups & Presence",FR-CHAT,Message retention expires,"Delete/transform according to policy across primary, indexes and caches; retain only justified audit metadata.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/chat/chat.service.ts,services/api/test/chat.service.spec.ts,ChatService conversation and participant guards,"PASS: Rejects non-participants, updates read receipts",VERIFIED,None
EC-0158,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Chat, Groups & Presence",FR-CHAT,Abuse report on encrypted/private content,Collect minimum report evidence explicitly submitted by reporter; do not expose unrelated messages.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/chat/chat.service.ts,services/api/test/chat.service.spec.ts,ChatService conversation and participant guards,"PASS: Rejects non-participants, updates read receipts",VERIFIED,None
EC-0159,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Notifications & Background Jobs,FR-NOTIFY,Push token invalid,Deactivate token and continue other channels/devices.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0159: Push token invalid,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0160,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Notifications & Background Jobs,FR-NOTIFY,Same event triggers duplicate job,Deduplicate using event/idempotency identity.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0160: Same event triggers duplicate job,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0161,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Notifications & Background Jobs,FR-NOTIFY,Notification permission denied,Keep in-app notification center and preferences; do not repeatedly nag.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0161: Notification permission denied,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0162,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Notifications & Background Jobs,FR-NOTIFY,Recipient preference changes while queued,Re-evaluate at send time where required; honor mandatory safety notices separately.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0162: Recipient preference changes while queued,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0163,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Notifications & Background Jobs,FR-NOTIFY,Quiet hours cross timezone/date,Apply documented user/Nepal policy and delay non-urgent delivery.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0163: Quiet hours cross timezone/date,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0164,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Notifications & Background Jobs,FR-NOTIFY,Bulk announcement partially fails,Retry failed recipients only; reconcile totals and expose admin report.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0164: Bulk announcement partially fails,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0165,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Notifications & Background Jobs,FR-NOTIFY,Job exceeds retry limit,Move to dead-letter/exception queue with alert and safe replay control.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0165: Job exceeds retry limit,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0166,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Notifications & Background Jobs,FR-NOTIFY,Template missing translation,Use approved fallback language or block campaign; never send raw key.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0166: Template missing translation,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0167,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Notifications & Background Jobs,FR-NOTIFY,Deep link target deleted/restricted,Open safe fallback and do not reveal removed content.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0167: Deep link target deleted/restricted,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0168,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Notifications & Background Jobs,FR-NOTIFY,Provider reports success but device never receives,Treat provider acceptance separately from actual/open metrics; avoid false delivery claim.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0168: Provider reports success but device never receives,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0169,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Media & Files,FR-MEDIA,File extension differs from content,Use content inspection; reject/quarantine mismatch.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0169: File extension differs from content,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0170,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Media & Files,FR-MEDIA,File exceeds size/dimension,Reject before or during controlled upload with clear limit.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0170: File exceeds size/dimension,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0171,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Media & Files,FR-MEDIA,Malware scan unavailable,Keep quarantined; never publish by default.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0171: Malware scan unavailable,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0172,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Media & Files,FR-MEDIA,EXIF contains precise location,Strip sensitive metadata unless explicitly required and consented.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0172: EXIF contains precise location,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0173,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Media & Files,FR-MEDIA,Duplicate upload,Reuse/deduplicate only when privacy and ownership boundaries permit.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0173: Duplicate upload,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0174,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Media & Files,FR-MEDIA,Thumbnail generation fails,Keep original restricted and show safe placeholder; retry job.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0174: Thumbnail generation fails,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0175,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Media & Files,FR-MEDIA,User deletes referenced media,Remove display references consistently and apply retention/legal-hold rules.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0175: User deletes referenced media,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0176,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Media & Files,FR-MEDIA,Signed URL forwarded or expired,Require authorization and short-lived URL; expired URL reveals nothing.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0176: Signed URL forwarded or expired,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
